Uniq,Season,WTeamID,NumWin,NumLost,Win,Avg.Score,FG,Avg.FGM,X3PT,Avg.FGM3,FT,Avg.FTM,Avg.Rebound_Off,Avg.Rebound_Def,Avg.Rebound_Total,Avg.Stl,Avg.Blk,Avg.PF,Avg.TO,Avg.Ast,Seed,TeamName,FirstD1Season,LastD1Season,ConfAbbrev,Description,Regular.Season.Champ,Conf..Tourney.Champ,March.Madness.Champ,NumChamp
124,2003,1238,10,18,35.71,70.43,41.23,23.93,32.79,6.5,68.39,16.07,10.18,23.46,33.64,9.89,2.54,22.21,16.11,13.11,0,Jackson St,1985,2018,swac,Southwest Athletic Conference,0,0,0,0
125,2003,1239,12,16,42.86,65.57,43.37,23.96,30.8,4.79,66.06,12.86,12.18,23.5,35.68,6.71,5.21,16.5,17.14,11.82,0,Jacksonville,1985,2018,a_sun,Atlantic Sun Conference,0,0,0,0
126,2003,1240,19,10,65.52,75,45.26,26.48,37.44,7.76,67.76,14.28,12.48,21.31,33.79,9.55,2.62,21.21,14.83,15.21,0,Jacksonville St,1996,2018,a_sun,Atlantic Sun Conference,0,0,0,0
127,2003,1241,12,17,41.38,66.52,42.9,23.97,33.09,6.28,67.11,12.31,11.45,23.03,34.48,5.9,5.1,19.97,15,12.76,0,James Madison,1985,2018,caa,Colonial Athletic Association,0,0,0,0
128,2003,1242,23,7,76.67,81.33,48.53,30.23,33.96,4.8,66.57,16.07,14.3,26.9,41.2,10.13,4.9,16.7,14.9,16.73,2,Kansas,1985,2018,big_twelve,Big 12 Conference,1,0,0,1
129,2003,1243,13,17,43.33,69.63,45.76,25.53,36.11,5.63,62.88,12.93,11.37,25.7,37.07,4.93,3.63,17.93,13.23,15.4,0,Kansas St,1985,2018,big_twelve,Big 12 Conference,0,0,0,0
130,2003,1245,20,9,68.97,76.62,48.73,27.21,40.04,7.41,71.26,14.79,10.62,23.72,34.34,6.52,1.9,20.17,12.9,14.07,0,Kent,1985,2018,mac,Mid-American Conference,0,0,0,0
131,2003,1246,29,3,90.62,77.53,48.74,28.47,35.59,5.91,70.68,14.69,12.88,24.16,37.03,7.81,5.09,17.38,14.06,16.19,1,Kentucky,1985,2018,sec,Southeastern Conference,1,1,0,2
132,2003,1247,12,17,41.38,68.31,39.7,22.59,33.21,6.31,73.05,16.83,13.03,22.59,35.62,6.34,2.07,21.1,14.34,11.41,0,La Salle,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
133,2003,1248,11,16,40.74,66.11,44.33,23.3,35.58,6.85,70.81,12.67,9.44,23.56,33,5.19,3.81,16.11,14.04,13.37,0,Lafayette,1985,2018,patriot,Patriot League,0,0,0,0
134,2003,1249,12,14,46.15,64.81,42.5,22.23,34.1,5.73,67.98,14.62,11.19,26,37.19,6.19,4.62,18.31,17.77,10.58,0,Lamar,1985,2018,southland,Southland Conference,0,0,0,0
135,2003,1250,14,12,53.85,63.85,42.85,22.35,35.04,5.27,72.93,13.88,10.19,24.08,34.27,7.08,3.04,18.85,14.08,12,0,Lehigh,1985,2018,patriot,Patriot League,0,0,0,0
136,2003,1251,14,15,48.28,65.52,40.25,21,30.19,5.52,73.94,18,11.55,24.21,35.76,8.62,3.03,20.14,18.17,11.31,0,Liberty,1989,2018,big_south,Big South Conference,0,0,0,0
137,2003,1252,6,18,25,76.88,43.39,24.5,38.2,8.29,72.87,19.58,10.33,26.67,37,4.04,3.58,19.21,17.17,14.25,0,Lipscomb,2003,2018,ind,Independent,0,0,0,0
138,2003,1253,4,22,15.38,62.58,42.99,21.35,32.61,5.77,70.85,14.12,9.73,20.35,30.08,4.5,2.62,19.42,17.12,11.77,0,Long Beach St,1985,2018,big_west,Big West Conference,0,0,0,0
139,2003,1254,9,19,32.14,75.07,43.76,27.57,30.84,5.89,67.53,14.04,14.82,25.79,40.61,6.57,2.18,20.93,17.29,14.32,0,Long Island,1985,2018,nec,Northeast Conference,0,0,0,0
140,2003,1256,10,15,40,68.08,42.2,24.24,33.8,4.84,69.49,14.76,12.48,24,36.48,5.4,3.2,20.24,14.08,11.16,0,Louisiana Tech,1985,2018,wac,Western Athletic Conference,0,0,0,0
141,2003,1257,24,6,80,81.83,45.97,27.97,36.04,8.43,69.59,17.47,13.2,25.1,38.3,7.2,4.73,22.67,13.37,16.6,4,Louisville,1985,2018,cusa,Conference USA,0,0,0,0
142,2003,1258,11,19,36.67,70.37,42.77,24.27,30.63,4.03,70.92,17.8,11.97,21.8,33.77,7.83,4.1,22.3,16.07,14.37,0,Loy Marymount,1985,2018,wcc,West Coast Conference,0,0,0,0
143,2003,1259,4,24,14.29,59.04,39.43,19.39,31.78,5.36,68.59,14.89,10,22.07,32.07,5.54,2.64,18.29,17.46,9.54,0,Loyola MD,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
144,2003,1260,15,16,48.39,74.48,42.02,26.42,30.69,6.35,72.7,15.29,14.74,23.58,38.32,7.26,4,20.74,14,11.84,0,Loyola-Chicago,1985,2018,horizon,Horizon League,0,0,0,0
145,2003,1261,21,10,67.74,73.23,48.68,26.81,38.35,6.74,64.77,12.87,10.61,24.52,35.13,8,4.16,16.35,13.87,16.39,8,LSU,1985,2018,sec,Southeastern Conference,0,0,0,0
146,2003,1263,12,16,42.86,70.96,47.85,26.57,35.99,7.11,65.5,10.71,10.93,26.32,37.25,7.21,5.61,17.14,17.86,15.68,0,Maine,1985,2018,aec,America East Conference,0,0,0,0
147,2003,1264,23,6,79.31,76.17,45.06,25.93,34.86,5.52,78.64,18.79,11.31,23.31,34.62,9.17,3.9,21.93,14.21,13.86,14,Manhattan,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
148,2003,1265,13,16,44.83,71.34,40.9,24.17,36.89,7.76,77.82,15.24,10.97,23.72,34.69,6.86,3.55,16.83,13.45,13.86,0,Marist,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
149,2003,1266,23,5,82.14,78.39,48.38,27.21,37.94,5.79,77,18.18,13.11,24.07,37.18,6,3.64,18.64,13.57,16.32,3,Marquette,1985,2018,cusa,Conference USA,0,0,0,0
150,2003,1267,13,15,46.43,71.93,46.84,24.89,36.21,6.29,77.35,15.86,8.39,23.68,32.07,6.04,3.68,19.36,14.39,13.79,0,Marshall,1985,2018,mac,Mid-American Conference,0,0,0,0
151,2003,1268,19,9,67.86,80.79,46.45,29.43,39.79,6.75,70.36,15.18,13.75,26.75,40.5,10.89,6.61,19,14.11,18.89,6,Maryland,1985,2018,acc,Atlantic Coast Conference,0,0,0,0
152,2003,1269,10,18,35.71,61.43,42.97,22.25,30,5.57,63.47,11.36,10.68,21.46,32.14,6.04,3.79,19.54,15.71,14.04,0,Massachusetts,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
153,2003,1270,13,14,48.15,68.52,43.67,23.89,36.17,6.93,68.32,13.81,12.26,23.26,35.52,7.26,4.07,21.44,16.93,12.78,0,McNeese St,1985,2018,southland,Southland Conference,0,0,0,0
154,2003,1271,5,23,17.86,62.86,38.34,21.5,34.1,7.93,73.25,11.93,12.57,19.07,31.64,6.29,2.46,21.18,15.21,9.93,0,MD E Shore,1985,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
155,2003,1272,23,6,79.31,74.52,43.79,26.28,34.88,7,65.36,14.97,14.07,25.97,40.03,7.38,5.07,18.76,13.79,16.62,7,Memphis,1985,2018,cusa,Conference USA,0,0,0,0
156,2003,1273,22,6,78.57,78.07,47.15,27.43,37.83,6.71,69.37,16.5,13.96,26,39.96,6.61,4.25,17.18,16.61,16.39,0,Mercer,1985,2018,a_sun,Atlantic Sun Conference,0,0,0,0
157,2003,1274,11,17,39.29,69.86,42.53,24.71,33.33,6.11,71.74,14.32,13.21,23.14,36.36,9.71,4.25,19.96,16.54,14.04,0,Miami FL,1986,2018,big_east,Big East Conference,0,0,0,0
158,2003,1275,12,15,44.44,58.37,41.91,19.96,32.26,6.33,69.28,12.11,9.04,20.04,29.07,5.89,1.78,18.63,11.59,11,0,Miami OH,1985,2018,mac,Mid-American Conference,0,0,0,0
159,2003,1276,17,13,56.67,69,43.34,23.53,35.81,6.27,74.02,15.67,11.87,22.77,34.63,5.47,3.47,18.37,14.13,12.17,0,Michigan,1985,2018,big_ten,Big Ten Conference,0,0,0,0
160,2003,1277,19,12,61.29,67.23,45.08,23.03,36.63,4.9,73.47,16.26,10.68,24.26,34.94,6.39,3.71,20.03,14.55,13.61,7,Michigan St,1985,2018,big_ten,Big Ten Conference,0,0,0,0
161,2003,1278,16,12,57.14,74.43,43.49,25.79,36.43,7.57,69.93,15.29,13.11,24.82,37.93,7.36,6.43,20.32,15.29,16.32,0,Minnesota,1985,2018,big_ten,Big Ten Conference,0,0,0,0
162,2003,1279,14,15,48.28,66.66,45.66,23.41,37.22,6.28,72.64,13.55,10.1,20.97,31.07,6.45,2,20.07,13.62,13.38,0,Mississippi,1985,2018,sec,Southeastern Conference,0,0,0,0
163,2003,1280,21,9,70,70.17,47.19,26.33,34.36,5.57,67.67,11.93,12.67,24.6,37.27,8.73,3.73,15.9,15.63,14.5,5,Mississippi St,1985,2018,sec,Southeastern Conference,1,0,0,1
164,2003,1281,21,10,67.74,71.77,44.2,26.16,35.69,7.48,65.9,11.97,13.48,25.9,39.39,5.71,4.32,16.87,13.61,13.74,6,Missouri,1985,2018,big_twelve,Big 12 Conference,0,0,0,0
165,2003,1282,9,20,31.03,67.86,40.62,23.38,35.51,9.38,65.13,11.72,11.69,21.1,32.79,5.83,2.69,18.24,12.41,12.03,0,Missouri KC,1990,2018,mid_cont,Mid-Continent Conference,0,0,0,0
166,2003,1283,17,12,58.62,66.59,43.66,23.62,35.71,4.31,66.77,15.03,12.59,22.38,34.97,7.31,3.69,20.14,13.48,10.1,0,Missouri St,1985,2018,mvc,Missouri Valley Conference,0,0,0,0
167,2003,1284,15,13,53.57,66,42.73,22.46,33.4,6.32,68.49,14.75,8.25,25.07,33.32,7.89,2.71,16.96,14.93,14.32,0,Monmouth NJ,1985,2018,nec,Northeast Conference,0,0,0,0
168,2003,1285,12,16,42.86,69.71,43.01,24.29,35.84,7.82,70.51,13.32,10.75,23.25,34,5.86,4.18,21.54,13.89,12.18,0,Montana,1985,2018,big_sky,Big Sky Conference,0,0,0,0
169,2003,1286,9,16,36,63,43.17,21.6,35.44,6.28,71.46,13.52,8.64,21.56,30.2,5.36,1.8,16.2,14.08,12.76,0,Montana St,1985,2018,big_sky,Big Sky Conference,0,0,0,0
170,2003,1287,17,9,65.38,79.5,49.57,28.58,38.2,6.04,75.71,16.31,11.54,21.88,33.42,7.42,2.27,17.35,13.96,14.62,0,Morehead St,1985,2018,ovc,Ohio Valley Conference,0,0,0,0
171,2003,1288,7,22,24.14,68.17,40.74,23.66,34.52,6,64.91,14.86,14.38,20.62,35,6.34,1.97,20.62,15.83,10.62,0,Morgan St,1985,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
172,2003,1289,4,20,16.67,60.25,39.22,20.92,27.99,4.88,63.23,13.54,11.25,21.88,33.12,6.54,3.08,18.17,17.58,9.42,0,Morris Brown,2002,2003,ind,Independent,0,0,0,0
173,2003,1290,14,13,51.85,75.96,39.86,27.07,35.28,10.07,70.13,11.74,17.26,21.26,38.52,9.04,2.7,17.96,11.67,15.44,0,MS Valley St,1985,2018,swac,Southwest Athletic Conference,0,0,0,0
174,2003,1291,11,16,40.74,63.52,38.58,21.52,32.31,6.63,69.65,13.85,12.33,20.33,32.67,8.33,3.04,21.37,15.07,11.67,0,Mt St Mary's,1989,2018,nec,Northeast Conference,0,0,0,0
175,2003,1292,14,14,50,68.32,46.05,24.54,36.27,6.46,68.06,12.79,10.46,24.68,35.14,5.36,2.36,20.39,16.14,11.79,0,MTSU,1985,2018,sun_belt,Sun Belt Conference,0,0,0,0
176,2003,1293,15,12,55.56,74.85,45.86,27.3,33.27,6.74,71.01,13.52,13.52,24.15,37.67,7,4.56,17.63,13.7,15.85,0,Murray St,1985,2018,ovc,Ohio Valley Conference,0,0,0,0
177,2003,1296,17,14,54.84,69.61,45.9,24.35,38.31,6.29,65.27,14.61,13,22.65,35.65,7.61,3.61,19.81,17,12.68,0,N Illinois,1985,2018,mac,Mid-American Conference,0,0,0,0
178,2003,1298,7,19,26.92,59.81,41.19,20.85,32.97,5.77,65.51,12.35,10.65,21.69,32.35,7.04,2.54,19.88,17.23,12.35,0,Navy,1985,2018,patriot,Patriot League,0,0,0,0
179,2003,1299,1,25,3.85,60.85,39.01,22.04,33.26,6.08,58.53,10.69,12.12,20.58,32.69,6.31,1.42,18.73,17.12,9.12,0,NC A&T,1985,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
180,2003,1301,18,12,60,72.4,45.62,24.33,35.41,7.97,77.04,15.77,9.73,22.03,31.77,7.77,3.07,18.67,14.2,14.67,9,NC State,1985,2018,acc,Atlantic Coast Conference,0,0,0,0
181,2003,1304,11,18,37.93,63.41,39.87,22.93,27.42,4.59,64.72,12.97,12.21,26.03,38.24,6.28,3.21,18.34,14.38,11.21,0,Nebraska,1985,2018,big_twelve,Big 12 Conference,0,0,0,0
182,2003,1305,17,13,56.67,76.3,43.37,25.17,35.35,6.03,71.28,19.93,12.9,25.1,38,6.63,3.77,20.87,12.83,11.53,0,Nevada,1985,2018,wac,Western Athletic Conference,0,0,0,0
183,2003,1306,5,23,17.86,65.5,39.78,21.75,32.84,7.11,61.96,14.89,11.68,22.54,34.21,6.89,1.54,20.5,16.21,11.43,0,New Hampshire,1985,2018,aec,America East Conference,0,0,0,0
184,2003,1307,9,18,33.33,69.59,41.57,23,36.04,7.89,73.74,15.7,10.41,21.37,31.78,5.7,2.63,18.26,11.96,11.67,0,New Mexico,1985,2018,mwc,Mountain West Conference,0,0,0,0
185,2003,1308,19,9,67.86,73.11,44.75,25.71,34.68,5.82,73.75,15.86,12.32,23.57,35.89,6.61,4.04,16.36,13.43,12.46,0,New Mexico St,1985,2018,sun_belt,Sun Belt Conference,0,0,0,0
186,2003,1309,13,14,48.15,69.52,44.46,24.52,39.84,5.37,67.55,15.11,13.44,23.59,37.04,6.04,3.78,17.33,16.56,12.07,0,New Orleans,1985,2018,sun_belt,Sun Belt Conference,0,0,0,0
187,2003,1310,17,12,58.62,74.59,46.32,26.07,32.88,5.03,68.52,17.41,13.59,22.9,36.48,7.59,3.24,17.52,14.59,14.24,0,Niagara,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
188,2003,1311,2,25,7.41,53.41,38.15,18.78,33.73,5.26,66.51,10.59,10.22,20.33,30.56,5.56,0.81,19.11,17.85,9.67,0,Nicholls St,1985,2018,southland,Southland Conference,0,0,0,0
189,2003,1313,14,15,48.28,62.97,42.34,22.21,30.52,4.48,64.56,14.07,11.72,22.72,34.45,7.79,4.1,18.9,17.14,9.69,0,Norfolk St,1998,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
190,2003,1314,17,15,53.12,71.16,42.8,25.28,34.72,8.09,66.23,12.5,11.88,23.06,34.94,8.16,4.69,17.25,15,15.31,0,North Carolina,1985,2018,acc,Atlantic Coast Conference,0,0,0,0
191,2003,1317,5,21,19.23,69.04,42.06,24.35,33.18,5.73,71.03,14.62,12.04,23.88,35.92,6.23,3.73,22.12,17.31,12.81,0,North Texas,1985,2018,sun_belt,Sun Belt Conference,0,0,0,0
192,2003,1318,14,15,48.28,72.17,42.39,25.83,31.82,6.76,68.44,13.76,13.21,21.97,35.17,9.21,2.9,22.17,15.24,13.28,0,Northeastern,1985,2018,aec,America East Conference,0,0,0,0
193,2003,1319,13,13,50,71.69,45.49,25.81,38.69,8.15,64.05,11.92,10.46,24.92,35.38,5.08,2.96,19.81,16.58,14.96,0,Northern Arizona,1985,2018,big_sky,Big Sky Conference,0,0,0,0
194,2003,1320,10,17,37.04,65.15,44.76,22.93,37.63,7.78,67.9,11.52,8.11,22.85,30.96,4.96,1.74,16.52,13.26,13.93,0,Northern Iowa,1985,2018,mvc,Missouri Valley Conference,0,0,0,0
195,2003,1321,12,17,41.38,62.62,42.89,21.52,31.54,6.86,69.75,12.72,9.55,20.17,29.72,6.9,2.79,17.69,12.86,14.79,0,Northwestern,1985,2018,big_ten,Big Ten Conference,0,0,0,0
196,2003,1322,6,21,22.22,62.3,39.33,22.33,27.03,3.33,63.07,14.3,13.93,22.44,36.37,7.96,3.89,21.81,18.63,10.85,0,Northwestern LA,1985,2018,southland,Southland Conference,0,0,0,0
197,2003,1323,22,9,70.97,80.1,44.87,27.23,38.07,8.29,75.99,17.35,11.39,26.87,38.26,7.45,5.65,16.23,12.77,16.9,5,Notre Dame,1985,2018,big_east,Big East Conference,0,0,0,0
198,2003,1324,15,11,57.69,77.38,45.32,26.62,33.53,6.58,69.03,17.58,12.58,23.58,36.15,7.58,3.27,18.54,14,13.73,0,Oakland,2000,2018,mid_cont,Mid-Continent Conference,0,0,0,0
199,2003,1325,14,16,46.67,71.3,45.47,24.07,36.26,6.2,68.14,16.97,10.13,23.37,33.5,6.3,2.53,19.07,15.23,14.2,0,Ohio,1985,2018,mac,Mid-American Conference,0,0,0,0
200,2003,1326,17,14,54.84,64.42,41.05,21.39,34.24,4.87,70.94,16.77,11.58,23,34.58,5.23,1.94,18.26,13.87,11.61,0,Ohio St,1985,2018,big_ten,Big Ten Conference,0,0,0,0
201,2003,1328,24,6,80,71.17,44.69,25.27,39.37,7.47,70.79,13.17,12.13,24.97,37.1,6.93,3.77,18.6,11.8,14.17,1,Oklahoma,1985,2018,big_twelve,Big 12 Conference,0,1,0,1
202,2003,1329,20,9,68.97,68.72,44.49,24.66,37.5,4.86,65.12,14.55,12.38,24.07,36.45,8.79,5.59,20.14,14.66,12.24,6,Oklahoma St,1985,2018,big_twelve,Big 12 Conference,0,0,0,0
203,2003,1330,12,15,44.44,66.63,40.22,23.22,31.92,5.85,70.24,14.33,13.96,23.85,37.81,8.26,2.78,18.33,13.3,14.22,0,Old Dominion,1985,2018,caa,Colonial Athletic Association,0,0,0,0
204,2003,1331,17,10,62.96,76.19,44.13,24.93,36.98,7.63,74.59,18.7,12,25.37,37.37,5.3,4.56,19.7,14.41,15.37,0,Oral Roberts,1985,2018,mid_cont,Mid-Continent Conference,0,0,0,0
205,2003,1332,23,9,71.88,82.22,46.12,28.59,39.13,9,77.61,16.03,11.38,24.5,35.88,8.03,2.78,20.94,15.22,17.47,8,Oregon,1985,2018,pac_ten,Pacific-10 Conference,0,1,0,1
206,2003,1333,12,15,44.44,67.48,41.7,23.74,29.9,4.52,68.41,15.48,11.26,24.7,35.96,5.3,3.52,16.56,13.59,13.37,0,Oregon St,1985,2018,pac_ten,Pacific-10 Conference,0,0,0,0
207,2003,1334,12,16,42.86,65.93,41.41,23.43,32.53,6.79,70.93,12.29,11.18,23.25,34.43,5.79,2.71,19.71,13.5,11.79,0,Pacific,1985,2018,big_west,Big West Conference,0,0,0,0
208,2003,1335,22,5,81.48,70.19,46.59,24,41.19,9,70.22,13.19,9.33,24.19,33.52,7.19,2.15,17.78,13,14.85,11,Penn,1985,2018,ivy,Ivy League,0,0,0,0
209,2003,1336,7,21,25,63.07,40.09,22.75,32.82,6.14,73.56,11.43,11.54,20.25,31.79,5.89,3.82,20.39,15.89,11.43,0,Penn St,1985,2018,big_ten,Big Ten Conference,0,0,0,0
210,2003,1337,15,13,53.57,78.39,46.26,28.71,38.73,7.86,72.39,13.11,10.86,22.64,33.5,6.82,3.11,18.57,13,13.5,0,Pepperdine,1985,2018,wcc,West Coast Conference,0,0,0,0
211,2003,1338,26,4,86.67,74.6,50.22,26.87,35.83,6.37,63.6,14.5,11.3,25.37,36.67,8.07,4.1,17.97,15.1,17.77,2,Pittsburgh,1985,2018,big_east,Big East Conference,1,1,0,2
212,2003,1339,10,17,37.04,67.63,40.91,22.07,33.45,7.07,72.98,16.41,8.26,19.56,27.81,7.26,2.52,21.78,14.22,13.78,0,Portland,1985,2018,wcc,West Coast Conference,0,0,0,0
213,2003,1340,4,21,16,57.04,39.5,19.48,32.77,4.68,67.13,13.4,10,22.36,32.36,5.12,2.68,20.2,18.04,9.96,0,Portland St,1999,2018,big_sky,Big Sky Conference,0,0,0,0
214,2003,1341,17,12,58.62,70.41,43.8,24.62,31.51,4.97,69.84,16.21,10.76,26.55,37.31,6.62,1.52,19.66,14.66,11.86,0,Prairie View,1985,2018,swac,Southwest Athletic Conference,0,0,0,0
215,2003,1343,15,11,57.69,65.23,46.38,23.15,34.19,7.69,68.71,11.23,8.35,20.31,28.65,7.27,1.69,17.92,11.81,14.58,0,Princeton,1985,2018,ivy,Ivy League,0,0,0,0
216,2003,1344,16,13,55.17,72.07,43.17,24.86,33.92,6.62,78.62,15.72,12.14,22.62,34.76,8.72,5.72,17.38,14.31,14.83,0,Providence,1985,2018,big_east,Big East Conference,0,0,0,0
217,2003,1345,18,10,64.29,71.75,43.66,23.75,32.95,5.11,75.07,19.14,10.39,23.46,33.86,7.18,2.93,19.82,13.82,12.25,9,Purdue,1985,2018,big_ten,Big Ten Conference,0,0,0,0
218,2003,1346,16,12,57.14,74.32,45.15,26.29,35.44,6.61,68.28,15.14,11.79,23.14,34.93,7.64,2.54,21.39,15.5,16.68,0,Quinnipiac,1999,2018,nec,Northeast Conference,0,0,0,0
219,2003,1347,10,20,33.33,63.1,37,21.4,33.04,6.2,67.14,14.1,11.97,23.2,35.17,5.53,3.3,19.53,14.33,9.27,0,Radford,1985,2018,big_south,Big South Conference,0,0,0,0
220,2003,1348,18,11,62.07,70.66,39.91,24.48,30.54,5.41,66.86,16.28,15.38,23,38.38,8.24,2.41,20.28,13.72,13.24,0,Rhode Island,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
221,2003,1349,17,10,62.96,72.85,46.08,25.26,38.76,6.26,74.57,16.07,10.78,23.52,34.3,8.07,3.22,20.48,16.52,15.3,0,Rice,1985,2018,wac,Western Athletic Conference,0,0,0,0
222,2003,1350,15,13,53.57,65.71,41.65,22.89,34.13,6.64,70.19,13.29,11.14,22.29,33.43,6.61,3.96,18.25,12.25,13.04,0,Richmond,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
223,2003,1351,12,16,42.86,66.96,41.79,23.82,30.17,6.93,73.36,12.39,10.96,22.82,33.79,7.25,3.46,18,13.39,13.21,0,Rider,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
224,2003,1352,9,17,34.62,70.92,46.86,25.27,37.55,7.19,71.76,13.19,9.5,21.04,30.54,5.38,2.12,18.42,13.54,11.62,0,Robert Morris,1985,2018,nec,Northeast Conference,0,0,0,0
225,2003,1353,12,16,42.86,67.64,39.51,24.07,33.27,6.64,65.69,12.86,13.89,22.36,36.25,9.21,5.25,20.96,13.64,12.5,0,Rutgers,1985,2018,big_east,Big East Conference,0,0,0,0
226,2003,1354,20,10,66.67,72.8,45.62,24.8,33.41,5.17,69.9,18.03,12.97,24.27,37.23,8,2.9,20.73,19.47,10.27,16,S Carolina St,1985,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
227,2003,1356,24,6,80,74.53,47.29,27.37,38.53,6.1,70.62,13.7,10.83,22.47,33.3,7.97,3.2,19.33,12.5,13.57,11,S Illinois,1985,2018,mvc,Missouri Valley Conference,0,0,0,0
228,2003,1357,7,21,25,68.93,41.46,26.18,33.79,6.21,70.73,10.36,12.96,20.46,33.43,8.93,2.21,19.82,15.39,13.64,0,Sacred Heart,2000,2018,nec,Northeast Conference,0,0,0,0
229,2003,1358,21,6,77.78,71.78,45.52,24.3,35.86,6.48,71.02,16.7,10.78,25.96,36.74,7.81,5.59,19.59,15.7,15.59,15,Sam Houston St,1987,2018,southland,Southland Conference,0,0,0,0
230,2003,1359,12,15,44.44,63.07,46.9,21.89,36.99,9,72.58,10.3,6.07,23.41,29.48,4.67,1.48,17.63,14.93,15.81,0,Samford,1985,2018,a_sun,Atlantic Sun Conference,0,0,0,0
231,2003,1360,17,11,60.71,74.68,47.1,25.21,38.42,6.93,65.81,17.32,11.54,26.36,37.89,5.39,3.43,20.14,18.18,16.39,13,San Diego,1985,2018,wcc,West Coast Conference,0,0,0,0
232,2003,1361,14,13,51.85,71.96,46.29,26.11,35.24,5.93,68.07,13.81,12.96,21.56,34.52,6.44,2.7,20.22,14.89,14.22,0,San Diego St,1985,2018,mwc,Mountain West Conference,0,0,0,0
233,2003,1362,14,14,50,69.46,46.24,25.25,37.92,6.89,71.46,12.07,10.61,21.25,31.86,5.39,1.71,19.64,13.43,13.93,0,San Francisco,1986,2018,wcc,West Coast Conference,0,0,0,0
234,2003,1363,5,21,19.23,64.35,41.59,24.08,31.94,4.12,62.8,12.08,12.46,18.69,31.15,6.81,0.96,21.19,13.69,12.69,0,San Jose St,1985,2018,wac,Western Athletic Conference,0,0,0,0
235,2003,1364,18,13,58.06,64.65,44.28,21.61,37.81,6.9,74.01,14.52,9.06,21.71,30.77,5.81,0.97,18.1,12.39,12.81,0,Santa Barbara,1985,2018,big_west,Big West Conference,0,0,0,0
236,2003,1365,12,15,44.44,64.22,41.84,22.41,34.9,6.04,67.98,13.37,11.81,24.07,35.89,5.52,1.85,19.3,15.15,11.96,0,Santa Clara,1985,2018,wcc,West Coast Conference,0,0,0,0
237,2003,1366,3,24,11.11,61.63,37.24,23.3,26.83,4.33,60.08,10.7,15.33,21.93,37.26,9.37,3.26,25.74,19.48,9.96,0,Savannah St,2003,2018,ind,Independent,0,0,0,0
238,2003,1368,9,16,36,64.16,39.71,22,29.67,6.16,67.57,14,11.04,20.2,31.24,8.04,1.32,21.2,13.68,12,0,SE Louisiana,1985,2018,southland,Southland Conference,0,0,0,0
239,2003,1369,9,19,32.14,70.68,45.47,25.79,40.45,7.11,72.89,12,9.71,21.86,31.57,5.29,2,17.61,13.46,17.54,0,SE Missouri St,1992,2018,ovc,Ohio Valley Conference,0,0,0,0
240,2003,1371,17,12,58.62,67.9,43.19,24.38,31.85,4.69,69.14,14.45,12.38,23.79,36.17,7.41,3.28,19.45,14.83,13.31,0,Seton Hall,1985,2018,big_east,Big East Conference,0,0,0,0
241,2003,1372,19,8,70.37,70.44,47.42,24.81,37.57,5.04,71.84,15.78,10.33,20.67,31,8.74,2.15,19.07,13.33,12.3,0,SF Austin,1987,2018,southland,Southland Conference,0,0,0,0
242,2003,1373,19,10,65.52,75.24,43.28,25.21,35.71,6.03,72.09,18.79,14.62,24.97,39.59,7.1,3.28,20.79,16,14.14,0,Siena,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
243,2003,1374,17,13,56.67,72.83,43.38,25,30.87,5.57,71.06,17.27,12.97,24.3,37.27,7.8,4.97,18.7,15.8,12.9,0,SMU,1985,2018,wac,Western Athletic Conference,0,0,0,0
244,2003,1375,12,14,46.15,70.35,43.39,24.88,35.79,7.65,69.28,12.92,10.77,19.81,30.58,8.35,1.08,18.5,12.77,12.46,0,South Alabama,1985,2018,sun_belt,Sun Belt Conference,0,0,0,0
245,2003,1376,12,16,42.86,65.68,42.15,23.96,29.57,5.14,68.28,12.61,10.96,21.54,32.5,8.36,3.29,17.39,13.32,13.86,0,South Carolina,1985,2018,sec,Southeastern Conference,0,0,0,0
246,2003,1378,14,14,50,67.93,42.84,24.89,33.6,6.07,63.77,12.07,12.71,25.25,37.96,8.54,4.61,18.54,15.14,15.61,0,South Florida,1985,2018,cusa,Conference USA,0,0,0,0
247,2003,1379,13,16,44.83,66.86,41.13,23.28,28.47,4.03,68.7,16.28,12.93,24.83,37.76,6.34,3.41,18.97,15.41,13.14,0,Southern Miss,1985,2018,cusa,Conference USA,0,0,0,0
